Date,Wind Speed,Wind Direction,City,ICAO
04/01/2007,23.32646528,135.0151262,Sialkot,SIAL
04/01/2007,14.70366039,280.1218836,Lahore,LAHO
04/01/2007,16.83810638,211.2367427,Rawalpindi,RAWA
04/01/2007,27.62729078,339.54135,Quetta,QUET
04/01/2007,5.800092871,222.5880884,Gwadar,GWAD
04/01/2007,6.656098122,1.45073934,Peshawar,PESH
04/01/2007,8.816849473,212.8415438,Sukkur,SUKK
04/01/2007,3.775790261,177.9696167,Faisalabad,FAIS
05/01/2007,20.96099493,1.55127098,Multan,MULT
05/01/2007,9.370276091,128.0088166,Islamabad,ISLA
05/01/2007,17.42620467,241.0864998,Gujranwala,GUJR
05/01/2007,228.0450244,330.1548729,Karachi,KARA
05/01/2007,28.71980843,524.0637236,Sialkot,SIAL
05/01/2007,20.36096888,4.37222294,Lahore,LAHO
05/01/2007,22.38341413,234.5493067,Rawalpindi,RAWA
05/01/2007,3.781195222,86.45332327,Quetta,QUET
05/01/2007,26.50153194,234.5584852,Gwadar,GWAD
05/01/2007,9.027801239,341.0237513,Peshawar,PESH
05/01/2007,235.2113602,144.4373336,Sukkur,SUKK
05/01/2007,21.74557268,169.5969639,Faisalabad,FAIS
06/01/2007,10.2298884,162.3465197,Multan,MULT
06/01/2007,7.111241821,149.3109504,Islamabad,ISLA
06/01/2007,3.824515521,634.3966959,Gujranwala,GUJR
06/01/2007,3.758346834,236.2370919,Karachi,KARA
06/01/2007,1.013139015,311.127653,Sialkot,SIAL
06/01/2007,19.70081255,116.5565927,Lahore,LAHO
06/01/2007,18.75585695,90.90244329,Rawalpindi,RAWA
06/01/2007,9.63491626,328.5534852,Quetta,QUET
06/01/2007,16.88669803,16.0343256,Gwadar,GWAD
06/01/2007,8.32022733,264.2994214,Peshawar,PESH
06/01/2007,21.74703224,127.3356241,Sukkur,SUKK
06/01/2007,25.92845157,58.27467653,Faisalabad,FAIS
07/01/2007,28.0747493,222.7062267,Multan,MULT
07/01/2007,10.02874051,16.44133121,Islamabad,ISLA
07/01/2007,7.23314624,313.8131323,Gujranwala,GUJR
07/01/2007,20.5463141,55.82848632,Karachi,KARA
07/01/2007,21.51343302,209.83732,Sialkot,SIAL
07/01/2007,15.01748443,256.7990568,Lahore,LAHO
07/01/2007,2.215404606,51.87225034,Rawalpindi,RAWA
07/01/2007,23.18008555,18.13898362,Quetta,QUET
07/01/2007,19.38148123,183.6329506,Gwadar,GWAD
07/01/2007,22.15006382,47.98985202,Peshawar,PESH
07/01/2007,14.17119223,6.024089204,Sukkur,SUKK
07/01/2007,19.12598806,194.8067019,Faisalabad,FAIS
08/01/2007,10.37831291,10.24776004,Multan,MULT
08/01/2007,24.1301232,244.6694611,Islamabad,ISLA
08/01/2007,25.65357624,55.66492206,Gujranwala,GUJR
08/01/2007,11.65904788,189.8829677,Karachi,KARA
08/01/2007,2.758785995,107.3232313,Sialkot,SIAL
08/01/2007,9.546080829,998.0281329,Lahore,LAHO
08/01/2007,20.40217549,222.5245171,Rawalpindi,RAWA
08/01/2007,7.784195275,234.3768055,Quetta,QUET
08/01/2007,13.61404572,217.4952758,Gwadar,GWAD
08/01/2007,26.36803961,172.3342593,Peshawar,PESH
08/01/2007,28.63725985,97.60094363,Sukkur,SUKK
08/01/2007,27.05835316,287.2726968,Faisalabad,FAIS
09/01/2007,1.922688203,31.81650884,Multan,MULT
09/01/2007,14.63223725,244.1360924,Islamabad,ISLA
09/01/2007,17.92842798,196.2194924,Gujranwala,GUJR
09/01/2007,8.464572779,235.8013617,Karachi,KARA
09/01/2007,25.11813985,63.04513474,Sialkot,SIAL
09/01/2007,3.55656914,301.8097082,Lahore,LAHO
09/01/2007,13.35283481,275.3910695,Rawalpindi,RAWA
09/01/2007,15.91465731,107.0244797,Quetta,QUET
09/01/2007,24.55707121,171.4720583,Gwadar,GWAD
09/01/2007,12.95157873,221.6244103,Peshawar,PESH
09/01/2007,12.72511662,354.1615893,Sukkur,SUKK
09/01/2007,23.61210461,14.56292822,Faisalabad,FAIS
10/01/2007,26.02222192,258.1088717,Multan,MULT
10/01/2007,7.374568909,79.3058155,Islamabad,ISLA
10/01/2007,25.03331113,34.77202478,Gujranwala,GUJR
10/01/2007,6.099970929,176.1485065,Karachi,KARA
10/01/2007,15.90634532,333.6708756,Sialkot,SIAL
10/01/2007,18.777383,206.3385699,Lahore,LAHO
10/01/2007,24.71395445,308.2945563,Rawalpindi,RAWA
10/01/2007,3.18717788,35.15075882,Quetta,QUET
10/01/2007,1.231043373,5.41700395,Gwadar,GWAD
10/01/2007,12.2816319,187.7961706,Peshawar,PESH
10/01/2007,29.28758166,273.6607925,Sukkur,SUKK
10/01/2007,3.152604522,579.6142504,Faisalabad,FAIS
11/01/2007,7.434180581,800.4569003,Multan,MULT
11/01/2007,5.437853626,99.07678221,Islamabad,ISLA
11/01/2007,29.61622979,97.81859716,Gujranwala,GUJR
11/01/2007,4.314940941,302.6767471,Karachi,KARA
11/01/2007,3.281430724,0.308963351,Sialkot,SIAL
11/01/2007,2.516435183,301.2273292,Lahore,LAHO
11/01/2007,3.686398271,250.426202,Rawalpindi,RAWA
11/01/2007,21.24065335,315.2984879,Quetta,QUET
11/01/2007,13.02666596,287.4749389,Gwadar,GWAD
11/01/2007,11.71551653,4.01569716,Peshawar,PESH
11/01/2007,1.35133432,148.4989915,Sukkur,SUKK
11/01/2007,4.965841854,129.9520269,Faisalabad,FAIS
12/01/2007,25.18281589,336.2807996,Multan,MULT
12/01/2007,1.253817451,20.05670279,Islamabad,ISLA
12/01/2007,9.111962432,18.81498684,Gujranwala,GUJR
12/01/2007,28.30078687,549.3535311,Karachi,KARA
12/01/2007,17.98466846,28.57666623,Sialkot,SIAL
12/01/2007,7.718324638,249.1033932,Lahore,LAHO
12/01/2007,221.6533101,946.1718558,Rawalpindi,RAWA
12/01/2007,247.6467228,141.4360726,Quetta,QUET
12/01/2007,5.20894412,4.71399043,Gwadar,GWAD
12/01/2007,22.64282749,187.9774595,Peshawar,PESH
12/01/2007,6.280767535,43.32754929,Sukkur,SUKK
12/01/2007,5.000203168,348.8670906,Faisalabad,FAIS
13/01/2007,23.79441662,301.6686565,Multan,MULT
13/01/2007,9.968004079,181.3640759,Islamabad,ISLA
13/01/2007,7.080315087,95.90026703,Gujranwala,GUJR
13/01/2007,152.2011712,271.3352327,Karachi,KARA
13/01/2007,8.230217571,23.0174179,Sialkot,SIAL
13/01/2007,15.29904794,222.7101176,Lahore,LAHO
13/01/2007,10.35294427,215.8021133,Rawalpindi,RAWA
13/01/2007,25.20961414,0.204150068,Quetta,QUET
13/01/2007,0.970154163,70.41687302,Gwadar,GWAD
13/01/2007,20.00740457,347.4059603,Peshawar,PESH
13/01/2007,11.7519733,259.9652217,Sukkur,SUKK
13/01/2007,27.05859189,345.3433435,Faisalabad,FAIS
14/01/2007,21.24999832,317.225953,Multan,MULT
14/01/2007,25.18150241,56.8915854,Islamabad,ISLA
14/01/2007,2.747450938,76.52923926,Gujranwala,GUJR
14/01/2007,12.3285751,144.0196811,Karachi,KARA
14/01/2007,28.32376474,168.0754136,Sialkot,SIAL
14/01/2007,8.09025021,5.49022615,Lahore,LAHO
14/01/2007,28.89192453,233.5953689,Rawalpindi,RAWA
14/01/2007,164.0897389,235.5567072,Quetta,QUET
14/01/2007,16.40943012,170.8928332,Gwadar,GWAD
14/01/2007,11.76869424,65.17519175,Peshawar,PESH
14/01/2007,25.77398798,312.1332101,Sukkur,SUKK
14/01/2007,13.91464245,124.0289633,Faisalabad,FAIS
15/01/2007,0.370882168,164.9058479,Multan,MULT
15/01/2007,17.12653595,70.3692448,Islamabad,ISLA
15/01/2007,12.34510438,238.7609765,Gujranwala,GUJR
15/01/2007,21.68515028,80.83274862,Karachi,KARA
15/01/2007,4.531379789,20.20083141,Sialkot,SIAL
15/01/2007,3.092088998,95.85322535,Lahore,LAHO
15/01/2007,18.77991253,347.6993607,Rawalpindi,RAWA
15/01/2007,16.94652117,97.90843714,Quetta,QUET
15/01/2007,14.21393497,231.4781498,Gwadar,GWAD
15/01/2007,16.37312673,131.7121432,Peshawar,PESH
15/01/2007,28.55526963,68.40587121,Sukkur,SUKK
15/01/2007,12.11040276,624.0449343,Faisalabad,FAIS
16/01/2007,19.53152314,161.451258,Multan,MULT
16/01/2007,9.034490003,159.9463228,Islamabad,ISLA
16/01/2007,12.9184663,6.27459847,Gujranwala,GUJR
16/01/2007,28.22634253,3.64728356,Karachi,KARA
16/01/2007,3.844202544,142.0959335,Sialkot,SIAL
16/01/2007,25.4735098,138.8364539,Lahore,LAHO
16/01/2007,29.03822833,230.7641374,Rawalpindi,RAWA
16/01/2007,14.31975666,25.1373452,Quetta,QUET
16/01/2007,22.78994681,21.38287574,Gwadar,GWAD
16/01/2007,12.30929501,618.9034968,Peshawar,PESH
16/01/2007,20.95757067,1.93861743,Sukkur,SUKK
16/01/2007,9.475434029,25.16263093,Faisalabad,FAIS
17/01/2007,271.7301376,275.0836154,Multan,MULT
17/01/2007,5.524547981,579.8953829,Islamabad,ISLA
17/01/2007,1.17000443,309.9436535,Gujranwala,GUJR
17/01/2007,18.65873321,220.0824324,Karachi,KARA
17/01/2007,26.10994442,224.2795297,Sialkot,SIAL
17/01/2007,29.75207478,261.0499145,Lahore,LAHO
17/01/2007,29.31254234,105.3338277,Rawalpindi,RAWA
17/01/2007,12.80720304,102.2057109,Quetta,QUET
17/01/2007,19.37585496,124.4034021,Gwadar,GWAD
17/01/2007,0.461324042,100.4707544,Peshawar,PESH
17/01/2007,14.26863253,781.5624462,Sukkur,SUKK
17/01/2007,27.00145092,192.385337,Faisalabad,FAIS
18/01/2007,3.22510042,288.7327593,Multan,MULT
18/01/2007,17.1883286,179.041088,Islamabad,ISLA
18/01/2007,16.50897338,261.3650257,Gujranwala,GUJR
18/01/2007,5.936936928,259.0880284,Karachi,KARA
18/01/2007,8.53906865,80.76250368,Sialkot,SIAL
18/01/2007,20.20941994,343.7511427,Lahore,LAHO
18/01/2007,0.610790428,8.42530795,Rawalpindi,RAWA
18/01/2007,29.5301853,552.4274431,Quetta,QUET
18/01/2007,0.855224417,84.9922265,Gwadar,GWAD
18/01/2007,10.99087004,263.273099,Peshawar,PESH
18/01/2007,28.44289189,218.4206601,Sukkur,SUKK
18/01/2007,7.582086054,194.0687851,Faisalabad,FAIS
19/01/2007,16.56246161,145.9030727,Multan,MULT
19/01/2007,19.39766686,356.9130782,Islamabad,ISLA
19/01/2007,15.8924173,22.91114265,Gujranwala,GUJR
19/01/2007,22.58583255,262.2506664,Karachi,KARA
19/01/2007,15.82762461,0.774258775,Sialkot,SIAL
19/01/2007,14.57456333,191.8808886,Lahore,LAHO
19/01/2007,2.469019376,185.6445442,Rawalpindi,RAWA
19/01/2007,4.754673291,215.1999561,Quetta,QUET
19/01/2007,19.55277174,100.7061653,Gwadar,GWAD
19/01/2007,299.0231367,355.0970914,Peshawar,PESH
19/01/2007,2.61095786,181.677486,Sukkur,SUKK
19/01/2007,19.44674132,876.3539345,Faisalabad,FAIS
20/01/2007,23.50579577,199.115812,Multan,MULT
20/01/2007,10.89987008,250.9157345,Islamabad,ISLA
20/01/2007,29.12740233,135.5773269,Gujranwala,GUJR
20/01/2007,2.405763416,300.2129746,Karachi,KARA
20/01/2007,19.79588348,259.0129062,Sialkot,SIAL
20/01/2007,0.70161819,6.643284623,Lahore,LAHO
20/01/2007,1.622541791,156.0154837,Rawalpindi,RAWA
20/01/2007,21.46493228,182.0450675,Quetta,QUET
20/01/2007,29.89713539,212.9567212,Gwadar,GWAD
20/01/2007,6.733337221,42.68911524,Peshawar,PESH
20/01/2007,13.20979468,883.1632128,Sukkur,SUKK
20/01/2007,142.6160742,204.6143318,Faisalabad,FAIS
21/01/2007,0.375412932,162.3894389,Multan,MULT
21/01/2007,298.8001534,6.75023297,Islamabad,ISLA
21/01/2007,17.9889836,267.6509023,Gujranwala,GUJR
21/01/2007,2.836336495,358.6455643,Karachi,KARA
21/01/2007,25.55881436,1.22204091,Sialkot,SIAL
21/01/2007,1.429322162,312.2834014,Lahore,LAHO
21/01/2007,16.1416251,1.01735103,Rawalpindi,RAWA
21/01/2007,3.365030972,5.32451104,Quetta,QUET
21/01/2007,25.95274255,6.75838898,Gwadar,GWAD
21/01/2007,23.87768889,136.1790673,Peshawar,PESH
21/01/2007,27.17723461,249.1912438,Sukkur,SUKK
21/01/2007,28.59057783,350.9852598,Faisalabad,FAIS
22/01/2007,9.400673845,27.71126513,Multan,MULT
22/01/2007,29.91500289,8.365725114,Islamabad,ISLA
22/01/2007,6.098635586,308.2361497,Gujranwala,GUJR
22/01/2007,16.19177696,252.9974169,Karachi,KARA
22/01/2007,4.312349242,344.0411696,Sialkot,SIAL
22/01/2007,20.09941877,790.3273427,Lahore,LAHO
22/01/2007,0.393499038,45.51013251,Rawalpindi,RAWA
22/01/2007,10.74282318,187.391746,Quetta,QUET
22/01/2007,28.58435096,623.7415884,Gwadar,GWAD
22/01/2007,27.35359818,295.9859426,Peshawar,PESH
22/01/2007,0.278468639,100.5647133,Sukkur,SUKK
22/01/2007,163.8386633,183.7649543,Faisalabad,FAIS
23/01/2007,13.85520303,12.45015857,Multan,MULT
23/01/2007,27.06585025,101.6104938,Islamabad,ISLA
23/01/2007,23.96298325,567.1235898,Gujranwala,GUJR
23/01/2007,0.971809919,770.1858248,Karachi,KARA
23/01/2007,16.31021796,182.4166223,Sialkot,SIAL
23/01/2007,28.07670019,21.73771777,Lahore,LAHO
23/01/2007,25.45297807,3.37956244,Rawalpindi,RAWA
23/01/2007,1.31706877,46.40319213,Quetta,QUET
23/01/2007,1.216318852,244.4069077,Gwadar,GWAD
23/01/2007,15.16881783,203.8850092,Peshawar,PESH
23/01/2007,17.23168368,238.0221867,Sukkur,SUKK
23/01/2007,12.63614589,353.0630412,Faisalabad,FAIS
24/01/2007,28.41061044,83.75036658,Multan,MULT
24/01/2007,25.51217301,24.98648357,Islamabad,ISLA
24/01/2007,29.92560619,782.9732867,Gujranwala,GUJR
24/01/2007,12.53780811,152.9930189,Karachi,KARA
24/01/2007,5.307886664,236.3384233,Sialkot,SIAL
24/01/2007,29.62143249,114.1397007,Lahore,LAHO
24/01/2007,7.907295996,568.8791588,Rawalpindi,RAWA
24/01/2007,24.94058284,321.5773992,Quetta,QUET
24/01/2007,18.03938683,35.40883442,Gwadar,GWAD
24/01/2007,23.60857937,42.55981205,Peshawar,PESH
24/01/2007,14.9878343,779.0463764,Sukkur,SUKK
24/01/2007,5.876757176,325.9624698,Faisalabad,FAIS
25/01/2007,6.92902389,733.1075211,Multan,MULT
25/01/2007,8.99914207,123.1114176,Islamabad,ISLA
25/01/2007,7.770401286,21.82058571,Gujranwala,GUJR
25/01/2007,10.28052186,272.7815741,Karachi,KARA
25/01/2007,2.43468368,32.96958787,Sialkot,SIAL
25/01/2007,3.933185993,158.2757628,Lahore,LAHO
25/01/2007,9.791114445,103.5107325,Rawalpindi,RAWA
25/01/2007,6.973109936,142.581547,Quetta,QUET
25/01/2007,28.14375675,108.3835781,Gwadar,GWAD
25/01/2007,28.28297216,51.82443421,Peshawar,PESH
25/01/2007,7.302540557,282.1314198,Sukkur,SUKK
25/01/2007,23.33429676,237.4208686,Faisalabad,FAIS
26/01/2007,11.89730444,299.2198212,Multan,MULT
26/01/2007,6.776157943,260.2682593,Islamabad,ISLA
26/01/2007,10.91270957,348.2057894,Gujranwala,GUJR
26/01/2007,0.963303629,7.89959137,Karachi,KARA
26/01/2007,1.593611219,229.8557644,Sialkot,SIAL
26/01/2007,7.648351632,6.517450525,Lahore,LAHO
26/01/2007,11.59765268,299.8507864,Rawalpindi,RAWA
26/01/2007,2.785211215,340.9179648,Quetta,QUET
26/01/2007,226.5704924,291.7437805,Gwadar,GWAD
26/01/2007,5.344934151,319.003495,Peshawar,PESH
26/01/2007,17.32723059,231.8495229,Sukkur,SUKK
26/01/2007,222.1485245,211.8004194,Faisalabad,FAIS
27/01/2007,27.21234727,185.3994449,Multan,MULT
27/01/2007,12.43167486,937.5630858,Islamabad,ISLA
27/01/2007,8.629030625,252.2036101,Gujranwala,GUJR
27/01/2007,28.0167797,340.7584845,Karachi,KARA
27/01/2007,239.2639669,217.1736565,Sialkot,SIAL
27/01/2007,2.669651789,249.4282432,Lahore,LAHO
27/01/2007,2.780433584,295.1848622,Rawalpindi,RAWA
27/01/2007,10.44729424,60.70063701,Quetta,QUET
27/01/2007,19.9709067,78.13978135,Gwadar,GWAD
27/01/2007,15.61051038,197.4067828,Peshawar,PESH
27/01/2007,6.341744511,99.95668525,Sukkur,SUKK
27/01/2007,2.748383816,221.9371844,Faisalabad,FAIS
28/01/2007,17.18624261,325.6140972,Multan,MULT
28/01/2007,8.940481283,137.0022607,Islamabad,ISLA
28/01/2007,8.527507999,353.6257374,Gujranwala,GUJR
28/01/2007,28.31752799,67.67577937,Karachi,KARA
28/01/2007,16.47181116,294.3092387,Sialkot,SIAL
28/01/2007,13.16034396,816.7025607,Lahore,LAHO
28/01/2007,21.83064713,5.953386803,Rawalpindi,RAWA
28/01/2007,13.49638299,355.6021781,Quetta,QUET
28/01/2007,17.60376966,271.769204,Gwadar,GWAD
28/01/2007,16.8430836,52.04209217,Peshawar,PESH
28/01/2007,24.56232652,95.91124715,Sukkur,SUKK
28/01/2007,24.50849473,355.2229237,Faisalabad,FAIS
29/01/2007,28.56180326,242.6476555,Multan,MULT
29/01/2007,28.9328375,236.7940652,Islamabad,ISLA
29/01/2007,5.566982314,57.69032618,Gujranwala,GUJR
29/01/2007,11.42589702,305.0226519,Karachi,KARA
29/01/2007,4.352358704,252.0903621,Sialkot,SIAL
29/01/2007,22.91777978,224.4003049,Lahore,LAHO
29/01/2007,11.93479111,791.1346924,Rawalpindi,RAWA
29/01/2007,4.443328155,147.2085668,Quetta,QUET
29/01/2007,1.381714121,336.3465101,Gwadar,GWAD
29/01/2007,22.10925781,101.3180011,Peshawar,PESH
29/01/2007,4.603394933,279.1016132,Sukkur,SUKK
29/01/2007,14.63392874,168.5328547,Faisalabad,FAIS
30/01/2007,29.79941899,145.6490033,Multan,MULT
30/01/2007,19.64900961,46.46386951,Islamabad,ISLA
30/01/2007,9.001201378,237.807028,Gujranwala,GUJR
30/01/2007,1.169096187,18.01596266,Karachi,KARA
30/01/2007,5.645625167,2.74612897,Sialkot,SIAL
30/01/2007,20.09316408,354.4489885,Lahore,LAHO
30/01/2007,18.24032687,187.9774385,Rawalpindi,RAWA
30/01/2007,20.71200832,198.7280371,Quetta,QUET
30/01/2007,1.120693994,60.30707758,Gwadar,GWAD
30/01/2007,27.71002264,225.4497718,Peshawar,PESH
30/01/2007,7.031752227,179.15877,Sukkur,SUKK
30/01/2007,24.64344557,356.5135184,Faisalabad,FAIS
31/01/2007,24.53201605,207.3593271,Multan,MULT
31/01/2007,6.91709923,108.5651603,Islamabad,ISLA
31/01/2007,13.66848066,68.1572505,Gujranwala,GUJR
31/01/2007,19.96577288,171.3986426,Karachi,KARA
31/01/2007,20.63193659,260.5881675,Sialkot,SIAL
31/01/2007,10.49502995,185.10199,Lahore,LAHO
31/01/2007,20.85384291,24.3910455,Rawalpindi,RAWA
31/01/2007,17.15180949,268.0556342,Quetta,QUET
31/01/2007,2.649301665,111.9475016,Gwadar,GWAD
31/01/2007,26.3100839,231.6541811,Peshawar,PESH
31/01/2007,28.14813979,130.2939334,Sukkur,SUKK
31/01/2007,7.285147099,77.93586358,Faisalabad,FAIS
01/02/2007,17.88799975,164.0683638,Multan,MULT
01/02/2007,4.541289136,144.5133593,Islamabad,ISLA
01/02/2007,1.636843997,114.4319939,Gujranwala,GUJR
01/02/2007,11.28333573,5.16425638,Karachi,KARA
01/02/2007,14.14677705,256.2323214,Sialkot,SIAL
01/02/2007,28.06056391,180.4186529,Lahore,LAHO
01/02/2007,11.08061123,177.2344414,Rawalpindi,RAWA
01/02/2007,29.32656333,220.7137082,Quetta,QUET
01/02/2007,28.26239055,70.08686883,Gwadar,GWAD
01/02/2007,28.84814244,76.40562367,Peshawar,PESH
01/02/2007,23.67307711,104.9600369,Sukkur,SUKK
01/02/2007,1.19279015,282.4570952,Faisalabad,FAIS
02/02/2007,1.058097847,181.1004476,Multan,MULT
02/02/2007,28.0894094,141.9256505,Islamabad,ISLA
02/02/2007,12.68059195,326.1558597,Gujranwala,GUJR
02/02/2007,10.80871507,182.4734393,Karachi,KARA
02/02/2007,22.38699728,76.52555003,Sialkot,SIAL
02/02/2007,19.64183734,238.1641756,Lahore,LAHO
02/02/2007,3.411330649,260.5199276,Rawalpindi,RAWA
02/02/2007,11.88298345,132.1588182,Quetta,QUET
02/02/2007,22.65144591,341.4700737,Gwadar,GWAD
02/02/2007,17.66230844,332.4422374,Peshawar,PESH
02/02/2007,12.92762613,276.4064247,Sukkur,SUKK
02/02/2007,21.9839947,324.6841074,Faisalabad,FAIS
03/02/2007,19.74920134,170.7189129,Multan,MULT
03/02/2007,24.85123533,224.5503065,Islamabad,ISLA
03/02/2007,3.879787683,55.04820481,Gujranwala,GUJR
03/02/2007,28.66332594,175.6570254,Karachi,KARA
03/02/2007,16.03146834,5.01175642,Sialkot,SIAL
03/02/2007,2.521661391,239.4125303,Lahore,LAHO
03/02/2007,26.02742376,230.4742248,Rawalpindi,RAWA
03/02/2007,1.683102998,4.00883333,Quetta,QUET
03/02/2007,19.94543644,89.92002615,Gwadar,GWAD
03/02/2007,2.931424193,299.5746935,Peshawar,PESH
03/02/2007,27.91542623,97.89760274,Sukkur,SUKK
03/02/2007,19.769394,145.285651,Faisalabad,FAIS
04/02/2007,5.90202573,2.361446438,Multan,MULT
04/02/2007,23.91553911,75.88045593,Islamabad,ISLA
04/02/2007,23.60932328,19.1943597,Gujranwala,GUJR
04/02/2007,5.499218041,935.296067,Karachi,KARA
04/02/2007,13.35999322,330.2823915,Sialkot,SIAL
04/02/2007,14.86015752,186.6365749,Lahore,LAHO
04/02/2007,2.860217423,144.1509162,Rawalpindi,RAWA
04/02/2007,26.82011732,131.7912936,Quetta,QUET
04/02/2007,28.84332359,69.7156318,Gwadar,GWAD
04/02/2007,18.9592212,298.1897064,Peshawar,PESH
04/02/2007,29.32542801,298.8010047,Sukkur,SUKK
04/02/2007,25.54934437,205.1669217,Faisalabad,FAIS
05/02/2007,24.76199199,138.8704338,Multan,MULT
05/02/2007,2.396539696,224.0916783,Islamabad,ISLA
05/02/2007,4.37204548,285.0601289,Gujranwala,GUJR
05/02/2007,27.87126583,3.45137354,Karachi,KARA
05/02/2007,15.64778639,85.30136073,Sialkot,SIAL
05/02/2007,17.51779451,207.5084278,Lahore,LAHO
05/02/2007,9.266910967,75.04041927,Rawalpindi,RAWA
05/02/2007,12.38007914,184.380639,Quetta,QUET
05/02/2007,6.045527296,87.39704671,Gwadar,GWAD
05/02/2007,25.60456314,153.5944563,Peshawar,PESH
05/02/2007,13.02065243,157.7233158,Sukkur,SUKK
05/02/2007,16.31516168,358.8904897,Faisalabad,FAIS
06/02/2007,10.02857639,148.0145028,Multan,MULT
06/02/2007,194.3592358,119.9642862,Islamabad,ISLA
06/02/2007,27.76132332,166.7241095,Gujranwala,GUJR
06/02/2007,24.88905955,104.3193715,Karachi,KARA
06/02/2007,19.76072003,20.91465894,Sialkot,SIAL
06/02/2007,28.54832666,2.90425513,Lahore,LAHO
06/02/2007,0.039062744,13.50264192,Rawalpindi,RAWA
06/02/2007,17.30699101,184.796393,Quetta,QUET
06/02/2007,13.92500493,238.8047584,Gwadar,GWAD
06/02/2007,0.121551505,304.0138697,Peshawar,PESH
06/02/2007,20.02971785,309.9625379,Sukkur,SUKK
06/02/2007,12.69013458,62.68353123,Faisalabad,FAIS
07/02/2007,12.27670702,316.2405569,Multan,MULT
07/02/2007,26.62392628,177.4777556,Islamabad,ISLA
07/02/2007,2.158669781,41.94927336,Gujranwala,GUJR
07/02/2007,27.94181981,132.2417665,Karachi,KARA
07/02/2007,10.05673937,95.20078199,Sialkot,SIAL
07/02/2007,4.492904803,278.6573549,Lahore,LAHO
07/02/2007,11.14865831,231.5303542,Rawalpindi,RAWA
07/02/2007,17.33200106,126.2193658,Quetta,QUET
07/02/2007,20.92899569,45.8099468,Gwadar,GWAD
07/02/2007,21.63714915,263.0003533,Peshawar,PESH
07/02/2007,21.35448373,325.7222726,Sukkur,SUKK
07/02/2007,23.47929755,327.8397367,Faisalabad,FAIS
08/02/2007,12.76714965,222.7549326,Multan,MULT
08/02/2007,19.21676434,180.4149651,Islamabad,ISLA
08/02/2007,2.616997366,210.4991206,Gujranwala,GUJR
08/02/2007,25.57550527,331.0820457,Karachi,KARA
08/02/2007,22.71390975,263.4124788,Sialkot,SIAL
08/02/2007,24.32993948,262.0805043,Lahore,LAHO
08/02/2007,9.13517548,182.9770832,Rawalpindi,RAWA
08/02/2007,22.66549813,38.26629229,Quetta,QUET
08/02/2007,8.53994858,124.1256917,Gwadar,GWAD
08/02/2007,15.4374633,299.3003727,Peshawar,PESH
08/02/2007,1.276478045,124.865375,Sukkur,SUKK
08/02/2007,15.12306167,309.8387427,Faisalabad,FAIS
09/02/2007,18.32191097,81.02630312,Multan,MULT
09/02/2007,18.76482813,236.8431027,Islamabad,ISLA
09/02/2007,1.590299371,251.5999776,Gujranwala,GUJR
09/02/2007,17.85172128,217.7077483,Karachi,KARA
